T (degC),p (mbar),rh (%),model_prediction,anomaly_status,anomaly_score
15.25,999.13,55.31,1,Normal,0.4901887300513013
15.11,999.09,55.78,1,Normal,0.4868154269890732
15.02,999.05,55.64,1,Normal,0.48751407524210716
14.96,999.05,55.54,1,Normal,0.48806584487117427
14.9,999.01,56.0,1,Normal,0.48829974017198136
14.8,999.02,56.51,1,Normal,0.4919594036917543
14.73,999.05,57.07,1,Normal,0.49288894380968984
14.66,999.06,57.33,1,Normal,0.4941119546223096
14.53,999.06,57.99,1,Normal,0.4949926102805484
14.37,999.06,58.65,1,Normal,0.4873123730034973
14.24,999.05,59.44,1,Normal,0.48721284114930663
14.09,999.08,60.28,1,Normal,0.48468602088947627
13.92,999.15,60.96,1,Normal,0.48967586156231596
13.82,999.18,61.35,1,Normal,0.48849109238494537
13.61,999.24,62.26,1,Normal,0.4781835929044754
13.49,999.2,62.96,1,Normal,0.4781211246770951
13.29,999.29,64.15,1,Normal,0.4724470248735613
13.2,999.3,64.42,1,Normal,0.474950504898893
13.03,999.31,64.79,1,Normal,0.4739798585747811
12.84,999.32,65.45,1,Normal,0.47089654077885745
12.68,999.39,65.87,1,Normal,0.46460133299091083
11.67,999.42,69.66,1,Normal,0.4541937886327839
11.23,999.43,71.6,1,Normal,0.44923335547036203
11.17,999.54,71.9,1,Normal,0.44903085857567826
10.96,999.57,72.6,1,Normal,0.4476258580579198
10.73,999.63,73.5,1,Normal,0.446763649218122
10.51,999.67,74.6,1,Normal,0.44640618177507274
10.42,999.67,74.7,1,Normal,0.44579234850473654
10.28,999.58,75.4,1,Normal,0.4453937849984441
10.09,999.64,75.5,1,Normal,0.4421981855937573
9.84,999.74,76.2,1,Normal,0.4408744514450303
9.38,999.79,77.7,1,Normal,0.43874032234770116
9.01,999.8,79.4,1,Normal,0.43889809394323637
8.55,999.81,81.3,1,Normal,0.43233270651952366
8.45,999.86,82.4,1,Normal,0.4332596844862793
8.32,999.88,82.6,1,Normal,0.4306888397099886
8.38,999.88,82.6,1,Normal,0.4306888397099886
8.26,999.91,82.6,1,Normal,0.4306888397099886
8.0,999.89,83.9,1,Normal,0.43097682393332326
7.86,999.89,84.4,1,Normal,0.4314008684499219
7.62,999.9,84.5,1,Normal,0.43321370592835584
7.16,999.91,86.4,1,Normal,0.4342795035587499
6.72,999.91,87.2,1,Normal,0.4386508977795172
6.58,999.84,88.5,1,Normal,0.4314916563516613
6.41,999.8,88.9,1,Normal,0.4327144716915783
6.21,999.81,89.7,1,Normal,0.43236246278556906
6.06,999.8,90.4,1,Normal,0.4348955886642253
5.97,999.8,90.5,1,Normal,0.43500730419929545
5.73,999.79,91.3,1,Normal,0.4371936813331351
5.68,999.75,92.2,1,Normal,0.4397852578724099
5.69,999.71,92.3,1,Normal,0.4373289747652078
5.56,999.72,91.8,1,Normal,0.43578790378187343
5.27,999.68,92.1,1,Normal,0.43680669335835004
4.99,999.66,93.0,1,Normal,0.4460624442699859
4.91,999.67,93.7,1,Normal,0.4456134732872473
4.86,999.68,93.9,1,Normal,0.44856961851193955
4.69,999.68,93.5,1,Normal,0.44475453937735265
4.5,999.7,94.0,1,Normal,0.4503992419046342
4.51,999.68,94.6,1,Normal,0.4555199300773779
4.58,999.68,94.7,1,Normal,0.45627030853567924
4.49,999.72,94.7,1,Normal,0.4567333706175492
4.23,999.8,94.8,1,Normal,0.45485882609996126
4.04,999.75,94.7,1,Normal,0.4554019236611615
4.0,999.69,95.1,1,Normal,0.4549431054628869
4.14,999.68,95.0,1,Normal,0.45657653933342374
4.14,999.65,94.7,1,Normal,0.4554865976448647
4.13,999.65,95.1,1,Normal,0.45533566382053053
4.29,999.61,94.7,1,Normal,0.45546094934304127
4.1,999.57,93.9,1,Normal,0.44610374859489804
3.86,999.59,94.5,1,Normal,0.4531230980989147
3.47,999.68,94.8,1,Normal,0.45418217897768554
3.15,999.65,95.7,1,Normal,0.46210816404778116
3.27,999.67,96.2,1,Normal,0.4636103071270053
3.27,999.66,96.2,1,Normal,0.4633828827131706
3.36,999.71,96.2,1,Normal,0.4632967408269724
3.34,999.75,96.3,1,Normal,0.4632967408269724
3.21,999.8,96.2,1,Normal,0.46497655979164104
3.3,999.83,96.8,1,Normal,0.4672952851872624
3.21,999.88,96.1,1,Normal,0.4705663664737309
3.25,999.92,96.8,1,Normal,0.47323304158881896
2.97,999.97,95.4,1,Normal,0.4669139292164772
2.22,1000.03,95.5,1,Normal,0.47056324391578924
2.08,1000.04,96.0,1,Normal,0.4734327110348103
2.09,1000.12,96.4,1,Normal,0.4748975061600579
1.95,1000.21,96.6,1,Normal,0.47199008325172775
1.79,1000.27,96.8,1,Normal,0.4746877278992023
1.74,1000.41,97.6,1,Normal,0.48091535024084764
1.99,1000.43,98.0,1,Normal,0.4779275768465426
2.02,1000.45,98.1,1,Normal,0.47965636406111445
2.08,1000.54,98.3,1,Normal,0.4798577374376868
2.06,1000.54,98.3,1,Normal,0.4798577374376868
2.02,1000.55,98.6,1,Normal,0.48460401245311313
2.18,1000.57,98.7,1,Normal,0.485357484419382
2.3,1000.6,98.7,1,Normal,0.48356957190291194
2.26,1000.66,98.6,1,Normal,0.48339021500877455
2.33,1000.64,98.7,1,Normal,0.48356957190291194
2.35,1000.54,98.7,1,Normal,0.48356957190291194
2.65,1000.54,99.1,1,Normal,0.48285788163882687
2.76,1000.53,98.8,1,Normal,0.48120889231622593
3.0,1000.5,98.9,1,Normal,0.4832937121388377
3.37,1000.48,99.0,1,Normal,0.48466775296759335
3.78,1000.53,98.9,1,Normal,0.48247271186149193
4.27,1000.54,98.6,1,Normal,0.4850269889080118
5.28,1000.53,98.5,1,Normal,0.4825536233033845
5.89,1000.58,97.2,1,Normal,0.4771859509267193
6.97,1000.54,98.4,1,Normal,0.4820874258524741
8.14,1000.55,97.7,1,Normal,0.47776793089293484
9.27,1000.52,96.8,1,Normal,0.4725625449857592
10.19,1000.48,89.4,1,Normal,0.4496818067051929
10.98,1000.42,79.0,1,Normal,0.45676299605778187
12.12,1000.34,70.2,1,Normal,0.46742907559009983
13.01,1000.29,66.09,1,Normal,0.47001015208553387
13.4,1000.29,64.86,1,Normal,0.484383362846976
13.85,1000.27,62.79,1,Normal,0.4878665501709617
14.25,1000.2,60.15,1,Normal,0.49080869753328216
14.64,1000.17,57.94,1,Normal,0.5036931481216563
14.67,1000.14,56.12,1,Normal,0.4982721465123633
14.81,1000.0,54.61,1,Normal,0.5007558068110054
14.99,999.91,53.9,1,Normal,0.49843819178599164
15.27,999.84,52.26,1,Normal,0.502603278760391
15.31,999.79,51.78,1,Normal,0.5053637853987448
15.59,999.79,49.69,1,Normal,0.5145686306368256
15.82,999.72,47.81,1,Normal,0.5162925366820055
15.98,999.67,46.19,1,Normal,0.5251557638340831
16.01,999.59,47.49,1,Normal,0.5176916949903163
16.18,999.49,48.28,1,Normal,0.5170344080215713
16.23,999.45,48.5,1,Normal,0.515637026153818
25.0,999.39,46.28,1,Normal,0.5755723976199557
16.46,999.3,48.7,1,Normal,0.5141498029013646
16.39,999.23,48.42,1,Normal,0.5139365090467566
16.64,999.12,48.04,1,Normal,0.5159304522704717
17.0,999.04,47.95,1,Normal,0.5181800522120571
16.88,999.01,48.2,1,Normal,0.5190054478418192
16.85,998.94,47.52,1,Normal,0.516895356058804
17.03,998.9,46.18,1,Normal,0.5235008945307863
17.11,998.81,44.84,1,Normal,0.5224477811937166
17.03,998.79,43.61,1,Normal,0.5245557555993902
17.08,998.7,43.14,1,Normal,0.5297735427332962
17.28,998.66,43.37,1,Normal,0.5304376616202798
17.18,998.58,45.36,1,Normal,0.5227634051572756
17.22,998.5,47.19,1,Normal,0.5198024195045995
17.29,998.44,47.35,1,Normal,0.5157186894158793
17.07,998.42,49.17,1,Normal,0.5115991730114698
16.99,998.41,48.78,1,Normal,0.5086859264326301
17.0,998.4,47.44,1,Normal,0.5101033043981806
17.04,998.4,47.33,1,Normal,0.5087246551299924
16.85,998.33,46.96,1,Normal,0.5134970980222495
16.65,998.32,47.98,1,Normal,0.5047496250787844
16.6,998.26,49.03,1,Normal,0.500265963033736
16.53,998.27,50.24,1,Normal,0.49622515360788394
16.38,998.28,50.28,1,Normal,0.4960192957525094
16.27,998.31,51.41,1,Normal,0.4901631482855653
16.12,998.32,52.48,1,Normal,0.4862648158855137
15.82,998.38,53.9,1,Normal,0.47942933276164346
15.69,998.45,54.66,1,Normal,0.4806839119835768
15.49,998.54,55.13,1,Normal,0.4822570821179195
15.36,998.6,55.49,1,Normal,0.48581398370658596
15.29,998.7,55.88,1,Normal,0.48286507997635647
15.01,998.76,56.8,1,Normal,0.4880491349819712
14.5,998.84,58.53,1,Normal,0.4869816182097584
14.69,998.89,58.56,1,Normal,0.4850113392731221
14.5,998.95,59.41,1,Normal,0.49089391645857194
13.84,999.03,61.75,1,Normal,0.4883361791180666
13.62,999.05,62.79,1,Normal,0.4819844629871331
13.48,999.07,62.82,1,Normal,0.48100714290955504
13.15,999.18,63.76,1,Normal,0.4766380432683434
12.52,999.22,65.85,1,Normal,0.458840725919415
12.15,999.36,67.25,1,Normal,0.4601619157216648
11.87,999.42,68.43,1,Normal,0.45762605658934763
11.51,999.43,69.9,1,Normal,0.45597580402423843
11.45,999.53,69.89,1,Normal,0.4532422660879709
11.22,999.55,70.9,1,Normal,0.4512983990049139
11.01,999.6,71.6,1,Normal,0.4494167475143756
11.03,999.64,72.0,1,Normal,0.44450568076193714
10.54,999.7,73.7,1,Normal,0.4472058816275329
10.08,999.76,75.3,1,Normal,0.44276440610228346
9.88,999.79,76.1,1,Normal,0.4404843175613253
9.76,999.8,76.8,1,Normal,0.44080817287283136
9.67,999.82,76.8,1,Normal,0.4393635641445504
9.35,999.87,77.9,1,Normal,0.44140720956512625
8.68,999.95,80.2,1,Normal,0.4423876287336726
8.36,1000.01,82.3,1,Normal,0.4341772939503252
8.39,1000.03,82.1,1,Normal,0.4350542472061866
8.49,1000.07,82.2,1,Normal,0.4337530466742476
8.61,1000.11,80.9,1,Normal,0.4387488159498734
8.24,1000.11,82.6,1,Normal,0.4305081001717091
16.73930049964311,1000.2,84.0,1,Normal,0.482274143010891
7.57,1000.27,84.6,1,Normal,0.4294753091117189
7.53,1000.29,84.3,1,Normal,0.43399671324362843
7.57,1000.38,84.1,1,Normal,0.43479220913526856
7.47,1000.4,85.1,1,Normal,0.43269140366290193
7.48,1000.43,85.7,1,Normal,0.43333378916249354
7.52,1000.52,85.2,1,Normal,0.432481599687706
7.53,1000.51,84.9,1,Normal,0.4327839584516513
7.33,1000.57,85.0,1,Normal,0.4370135393867241
7.18,1000.65,85.6,1,Normal,0.43786489677100576
6.89,1000.66,86.2,1,Normal,0.43717868549602495
6.58,1000.7,87.3,1,Normal,0.44108618109640113
6.26,1000.78,89.0,1,Normal,0.443990600138356
6.28,1000.78,89.3,1,Normal,0.4453300450823364
6.17,1000.81,89.6,1,Normal,0.44430070259455934
6.1,1000.79,90.8,1,Normal,0.449063096801429
6.18,1000.78,89.4,1,Normal,0.4465440438878728
6.02,1000.82,90.0,1,Normal,0.4446449840887559
5.74,1000.91,89.3,1,Normal,0.4446916886322017
5.18,1000.98,91.5,1,Normal,0.44971066828409223
4.94,1001.06,92.6,1,Normal,0.45907355658371385
4.91,1001.13,93.0,1,Normal,0.4633577615622406
4.79,1001.15,93.3,1,Normal,0.46385516872150995
4.78,1001.09,93.8,1,Normal,0.4653190327556427
4.82,1001.05,93.0,1,Normal,0.46123595775374115
4.78,1001.03,93.2,1,Normal,0.46363769546443073
4.76,1001.04,93.2,1,Normal,0.46363769546443073
4.25,1001.14,93.0,1,Normal,0.46187840534052005
3.98,1001.25,94.4,1,Normal,0.46942236191007447
3.8,1001.28,94.7,1,Normal,0.47023039538813893
3.97,1001.29,95.2,1,Normal,0.4732174462277594
3.84,1001.28,95.1,1,Normal,0.4687003969146911
3.89,1001.29,95.7,1,Normal,0.4774907939208357
3.83,1001.41,95.6,1,Normal,0.4761875636352834
3.48,1001.44,95.0,1,Normal,0.47544455329655777
3.23,1001.52,95.6,1,Normal,0.47830744223472765
2.99,1001.58,95.6,1,Normal,0.4785442811595524
3.05,1001.54,96.2,1,Normal,0.48112169681025824
3.1,1001.64,96.4,1,Normal,0.4838310856877845
3.23,1001.76,96.3,1,Normal,0.4894974298888845
2.91,1001.87,95.6,1,Normal,0.48529434642215885
2.72,1001.89,96.0,1,Normal,0.48750970569044355
2.83,1001.89,96.3,1,Normal,0.4879081175879886
2.82,1001.96,96.2,1,Normal,0.4890886429121832
2.97,1001.99,96.2,1,Normal,0.4915217012015338
3.42,1002.01,94.9,1,Normal,0.4838399659323661
3.34,1002.05,92.5,1,Normal,0.4688385020969348
3.61,1002.16,92.1,1,Normal,0.4672858794340462
3.62,1002.21,91.9,1,Normal,0.4645170852777141
3.78,1002.33,91.1,1,Normal,0.4587132287031169
3.99,1002.38,89.3,1,Normal,0.45932104657864786
4.56,1002.39,88.5,1,Normal,0.4540758485365072
5.4,1002.4,84.7,1,Normal,0.44649086990669234
6.27,1002.41,81.9,1,Normal,0.45800885762324167
6.79,1002.39,79.7,1,Normal,0.46490657883662295
7.97,1002.47,75.5,1,Normal,0.4618846110116858
8.61,1002.52,72.5,1,Normal,0.47505149831733223
8.65,1002.56,72.6,1,Normal,0.4727537104498945
8.34,1002.49,74.5,1,Normal,0.46700366272354865
8.79,1002.48,73.5,1,Normal,0.47081632397746465
9.34,1002.52,71.6,1,Normal,0.4771487125876369
9.95,1002.51,69.67,1,Normal,0.475416172734458
10.51,1002.54,68.09,1,Normal,0.47840275942127647
11.01,1002.62,66.25,1,Normal,0.48101265154369716
11.31,1002.63,65.58,1,Normal,0.48873586190332835
11.97,1002.64,63.82,1,Normal,0.5010796961635181
13.06,1002.72,60.7,1,Normal,0.5180595482308007
13.44,1002.73,59.31,1,Normal,0.5229626320587675
13.97,1002.73,54.87,1,Normal,0.5338630393816909
14.9,1002.74,49.09,1,Normal,0.5642125928434355
14.85,1002.73,46.42,1,Normal,0.5712758323959742
14.95,1002.73,43.62,1,Normal,0.5693261397296493
15.13,1002.73,45.1,1,Normal,0.5649003957381991
15.37,1002.62,44.2,1,Normal,0.5665107684174677
15.99,1002.63,40.12,1,Normal,0.5919565356196627
15.71,1002.63,36.92,1,Normal,0.6132296304181003
15.64,1002.65,37.06,1,Normal,0.6132296304181003
16.3,1002.7,36.65,1,Normal,0.6136407498760353
16.14,1002.69,36.59,1,Normal,0.6153037228855328
16.04,1002.63,36.66,1,Normal,0.6136407498760353
16.37,1002.6,36.51,1,Normal,0.6173268153792285
16.61,1002.58,33.69,1,Normal,0.6307321568016565
16.5,1002.5,32.4,1,Normal,0.6324414477071174
16.73,1002.49,32.06,-1,Anomaly,0.6382324642817504
16.74,1002.47,32.72,1,Normal,0.6311590459448158
16.77,1002.4,33.57,1,Normal,0.6291789021646255
16.88,1002.29,34.61,1,Normal,0.6327765504404409
16.93,1002.18,33.48,1,Normal,0.6323485672860136
17.29,1002.12,31.51,-1,Anomaly,0.6387723050358918
17.5,1002.07,30.65,-1,Anomaly,0.6392687945181099
17.67,1002.05,30.71,-1,Anomaly,0.6406575638458425
17.72,1002.03,30.08,-1,Anomaly,0.6410911706558639
17.66,1002.08,30.83,-1,Anomaly,0.6402242503090315
17.79,1002.03,30.91,-1,Anomaly,0.6410911706558639
17.91,1002.03,30.54,-1,Anomaly,0.6410911706558639
17.97,1002.03,28.33,-1,Anomaly,0.6458546597444295
18.04,1001.99,28.0,-1,Anomaly,0.6448260783783046
17.95,1001.98,27.71,-1,Anomaly,0.6445450600070155
18.07,1002.01,27.63,-1,Anomaly,0.6461362490945501
18.25,1001.96,27.47,-1,Anomaly,0.6451977463142268
18.32,1001.98,27.02,-1,Anomaly,0.6451977463142268
18.2,1001.94,26.85,-1,Anomaly,0.6451977463142268
18.07,1001.92,26.6,-1,Anomaly,0.6448260783783046
17.99,1001.89,26.6,-1,Anomaly,0.6449812979337277
17.9,1001.88,26.6,-1,Anomaly,0.6449812979337277
17.76,1001.87,27.5,-1,Anomaly,0.6449812979337277
17.61,1001.86,28.22,-1,Anomaly,0.6441091171330889
17.43,1001.9,28.13,-1,Anomaly,0.6430833156998433
17.24,1001.99,28.18,-1,Anomaly,0.6435185642957151
17.01,1002.05,29.58,-1,Anomaly,0.6400701755725664
16.73,1002.14,31.05,-1,Anomaly,0.6440165623249728
16.36,1002.23,36.37,1,Normal,0.6213943772265459
15.9,1002.3,39.46,1,Normal,0.5990454477789313
15.56,1002.37,40.61,1,Normal,0.5883840701013847
15.25,1002.49,41.23,1,Normal,0.5846589402532513
14.86,1002.63,42.05,1,Normal,0.5776540146332526
14.52,1002.75,43.4,1,Normal,0.575033760100936
14.18,1002.86,45.47,1,Normal,0.5649140277891577
13.83,1003.01,47.47,1,Normal,0.5625199282192538
13.56,1003.15,49.01,1,Normal,0.5622702620849069
13.41,1003.3,49.0,1,Normal,0.5674400014950737
13.34,1003.45,48.56,1,Normal,0.5687564683556935
13.19,1003.55,48.74,1,Normal,0.5687564683556935
12.96,1003.64,49.28,1,Normal,0.5696602469537375
12.82,1003.73,49.55,1,Normal,0.5700366747019998
12.47,1003.84,50.64,1,Normal,0.566718473839157
12.29,1003.91,51.2,1,Normal,0.568583428895778
12.01,1003.95,52.38,1,Normal,0.5581436322482035
11.92,1003.97,52.75,1,Normal,0.5567040696884543
11.94,1003.98,52.89,1,Normal,0.5567821912335572
11.89,1004.09,53.1,1,Normal,0.557536123640993
11.4,1004.2,54.88,1,Normal,0.5516144047351211
11.49,1004.22,54.6,1,Normal,0.5551608282023088
11.48,1004.28,54.54,1,Normal,0.5587712664650615
11.28,1004.27,55.2,1,Normal,0.5535963108432311
11.17,1004.31,55.57,1,Normal,0.556376013138737
11.1,1004.32,55.8,1,Normal,0.5549505855590129
11.11,1004.37,55.98,1,Normal,0.5557020378101193
10.92,1004.46,56.42,1,Normal,0.5590829771566168
10.56,1004.51,57.56,1,Normal,0.5593171998960501
10.34,1004.68,58.44,1,Normal,0.5544210084052015
9.91,1004.78,60.1,1,Normal,0.550869286487153
9.28,1004.91,62.39,1,Normal,0.5446164870788055
9.29,1005.0,62.41,1,Normal,0.5454746229322549
8.82,1005.04,64.2,1,Normal,0.5316701613320731
8.55,1005.07,65.4,1,Normal,0.5285904219566229
9.01,1005.15,64.03,1,Normal,0.5320300038058821
8.54,1005.23,65.2,1,Normal,0.5311743475037863
8.03,1005.27,67.02,1,Normal,0.5233879272542676
7.8,1005.33,68.04,1,Normal,0.5175584306624833
7.63,1005.35,68.74,1,Normal,0.5194220610424872
7.31,1005.49,70.2,1,Normal,0.5187186643349425
6.82,1005.59,72.1,1,Normal,0.5213633932105998
6.57,1005.66,72.7,1,Normal,0.5172894684668624
6.23,1005.67,74.2,1,Normal,0.5114997779394428
6.46,1005.69,74.0,1,Normal,0.5136944775494791
6.4,1005.73,73.4,1,Normal,0.5162401794244257
5.88,1005.71,75.5,1,Normal,0.5104629188974324
5.6,1005.72,76.8,1,Normal,0.5055204193251013
5.64,1005.74,77.1,1,Normal,0.5068841498342725
-9.36,1005.82,77.3,1,Normal,0.5934102606498429
5.63,1005.87,77.4,1,Normal,0.5071559375782067
5.73,1005.89,77.1,1,Normal,0.510766775529318
5.74,1005.82,77.0,1,Normal,0.5100760873238647
5.55,1005.81,77.2,1,Normal,0.5077169812476631
5.22,1005.84,78.6,1,Normal,0.5016283211738181
4.55,1005.82,80.7,1,Normal,0.4973331938919558
4.68,1005.87,81.1,1,Normal,0.4962146843888956
4.53,1005.86,81.1,1,Normal,0.4962146843888956
4.01,1005.9,82.6,1,Normal,0.49438245653364626
3.75,1005.92,83.6,1,Normal,0.4925473374593157
3.45,1005.94,84.7,1,Normal,0.4900742384032335
3.41,1005.95,84.8,1,Normal,0.4954659153981177
3.31,1006.04,85.5,1,Normal,0.4960953804490778
3.31,1005.95,86.4,1,Normal,0.49318096790738636
3.23,1006.03,86.3,1,Normal,0.4941830230097279
3.28,1006.08,87.1,1,Normal,0.4975535793088793
3.25,1006.08,86.6,1,Normal,0.49526487616471165
3.24,1005.96,87.8,1,Normal,0.4962088480121316
3.17,1005.94,86.7,1,Normal,0.4911235408042596
2.7,1005.94,87.1,1,Normal,0.49419778894584904
2.47,1005.99,87.6,1,Normal,0.4992461000340519
2.13,1005.92,88.6,1,Normal,0.49548960218623855
1.75,1005.91,89.9,1,Normal,0.5002493021973013
1.68,1005.99,91.1,1,Normal,0.5042391992029804
1.68,1006.12,91.2,1,Normal,0.5045950168481246
1.73,1006.25,91.2,1,Normal,0.5060769569131003
2.09,1006.4,90.2,1,Normal,0.5078865950737197
2.56,1006.33,88.0,1,Normal,0.49833287747302035
2.93,1006.3,85.4,1,Normal,0.49648097346340886
3.64,1006.19,82.1,1,Normal,0.5024639586378468
4.05,1006.18,80.4,1,Normal,0.508502179369057
4.27,1006.42,79.4,1,Normal,0.5140833378394093
4.17,1006.7,80.8,1,Normal,0.5138951847940061
4.72,1006.8,79.6,1,Normal,0.5155693174473608
5.46,1006.85,76.0,1,Normal,0.5192992284281581
5.73,1007.09,74.7,1,Normal,0.5276175603092831
5.56,1007.19,76.8,1,Normal,0.5220859267006872
6.57,1007.28,73.4,1,Normal,0.5353203807816458
7.49,1007.38,70.4,1,Normal,0.5386337265197246
7.06,1007.51,73.4,1,Normal,0.5389237822889084
6.98,1007.64,75.3,1,Normal,0.5340055079746435
7.03,1007.65,76.0,1,Normal,0.5284648289943988
7.6,1007.73,75.3,1,Normal,0.5303833315280838
7.68,1007.75,75.4,1,Normal,0.5307423030558558
7.91,1007.67,75.7,1,Normal,0.5275771702368672
8.12,1007.7,75.0,1,Normal,0.5315711400237175
8.54,1007.67,74.1,1,Normal,0.5339776435022073
8.83,1007.79,72.9,1,Normal,0.5360543779249136
9.06,1007.83,72.2,1,Normal,0.5394132365437043
9.5,1007.63,71.0,1,Normal,0.536686298620078
9.56,1007.5,70.4,1,Normal,0.5361717656823034
9.93,1007.51,68.41,1,Normal,0.5394792000608571
10.23,1007.57,67.11,1,Normal,0.5496976811947577
10.57,1007.58,64.93,1,Normal,0.5568329175433285
10.54,1007.58,63.25,1,Normal,0.5627656559711901
10.65,1007.57,60.69,1,Normal,0.5706971576279878
10.94,1007.56,58.87,1,Normal,0.5775603146257561
11.08,1007.44,56.05,1,Normal,0.5901050734993363
11.18,1007.32,54.4,1,Normal,0.5931760837260565
11.36,1007.33,51.95,1,Normal,0.6003957053780493
11.57,1007.28,49.37,1,Normal,0.6037004971283686
11.61,1007.27,47.72,1,Normal,0.6051053367957325
11.75,1007.19,48.4,1,Normal,0.606674942028916
11.89,1007.1,47.79,1,Normal,0.6059855212728412
12.3,1007.0,45.85,1,Normal,0.6091607303393772
12.32,1006.85,44.49,1,Normal,0.6128931642666301
12.47,1006.68,43.35,1,Normal,0.6180905908168238
12.54,1006.66,42.81,1,Normal,0.6190516103726411
12.84,1006.55,41.97,1,Normal,0.6198898610894991
12.95,1006.49,41.3,1,Normal,0.627405255202611
13.05,1006.42,41.32,1,Normal,0.6250598489970517
13.03,1006.42,41.16,1,Normal,0.6280272189164794
13.14,1006.38,40.73,1,Normal,0.6284522773164243
13.27,1006.39,40.1,1,Normal,0.6300824430467505
13.38,1006.33,38.9,-1,Anomaly,0.6444662331557537
13.43,1006.31,37.49,-1,Anomaly,0.6516432203563798
13.33,1006.31,37.34,-1,Anomaly,0.649546293919299
13.58,1006.26,34.87,-1,Anomaly,0.658149102166472
13.65,1006.19,35.15,-1,Anomaly,0.6594863428729125
13.68,1006.11,34.23,-1,Anomaly,0.6648731765627284
13.54,1006.03,34.77,-1,Anomaly,0.6612841457414955
13.72,1005.92,34.92,-1,Anomaly,0.6550645935350581
13.73,1005.85,35.12,-1,Anomaly,0.6550645935350581
13.75,1005.75,35.13,-1,Anomaly,0.654621535695921
13.56,1005.66,35.13,-1,Anomaly,0.6541787775222685
13.48,1005.58,35.99,-1,Anomaly,0.6541787775222685
13.29,1005.57,37.22,-1,Anomaly,0.6456278662411182
13.27,1005.56,37.45,-1,Anomaly,0.6456278662411182
13.29,1005.52,37.83,-1,Anomaly,0.6460648370276038
13.21,1005.44,38.02,-1,Anomaly,0.6447548111136334
13.09,1005.44,39.22,-1,Anomaly,0.6380852643623567
12.97,1005.54,39.84,1,Normal,0.6302099216802902
12.87,1005.48,41.01,1,Normal,0.6261571383358465
12.69,1005.47,41.62,1,Normal,0.622961207662937
12.54,1005.55,42.44,1,Normal,0.6157335997621233
12.38,1005.55,42.87,1,Normal,0.6153171437349054
12.3,1005.59,43.11,1,Normal,0.615610194612283
12.15,1005.56,43.52,1,Normal,0.6180276276142223
12.06,1005.62,43.52,1,Normal,0.6179776074335114
11.93,1005.62,43.84,1,Normal,0.613309347956811
11.5,1005.67,45.24,1,Normal,0.6034333118588041
11.23,1005.67,46.05,1,Normal,0.6031135658293123
11.23,1005.65,46.24,1,Normal,0.6031135658293123
10.64,1005.68,48.05,1,Normal,0.5990193988421804
10.31,1005.75,48.69,1,Normal,0.6018631459619642
10.32,1005.8,48.56,1,Normal,0.6018631459619642
10.21,1005.82,48.46,1,Normal,0.6063705658811511
10.07,1005.83,49.26,1,Normal,0.6034822872838068
9.64,1005.84,50.63,1,Normal,0.5994731550428128
9.16,1005.87,52.01,1,Normal,0.5999616293600213
8.78,1005.92,52.89,1,Normal,0.6009092150599451
8.56,1005.96,53.31,1,Normal,0.6031361313608309
8.39,1005.97,53.71,1,Normal,0.5997601334781636
8.31,1005.86,53.7,1,Normal,0.5949332464052955
8.11,1005.87,54.06,1,Normal,0.5963294152859899
7.62,1005.89,55.95,1,Normal,0.5899609253211073
7.29,1005.91,57.28,1,Normal,0.5854858712005212
7.13,1005.93,58.0,1,Normal,0.5827409786799707
